ORGANIZATION_ID,CONVERTED,CONVERTED_AT,TRIAL_START,TRIAL_END,days_to_convert,trial_start_month,total_events,unique_activity_count,active_days,Absence.Request.Approved,Absence.Request.Created,Absence.Request.Rejected,Break.Activate.Finished,Break.Activate.Started,Communication.Message.Created,Integration.Xero.PayrollExport.Synced,Mobile.Schedule.Loaded,PunchClock.Entry.Edited,PunchClock.PunchedIn,PunchClock.PunchedOut,PunchClockEndNote.Add.Completed,PunchClockStartNote.Add.Completed,Revenue.Budgets.Created,Scheduling.Availability.Set,Scheduling.OpenShiftRequest.Approved,Scheduling.OpenShiftRequest.Created,Scheduling.Shift.Approved,Scheduling.Shift.AssignmentChanged,Scheduling.Shift.Created,Scheduling.ShiftHandover.Accepted,Scheduling.ShiftHandover.Created,Scheduling.ShiftSwap.Accepted,Scheduling.ShiftSwap.Created,Scheduling.Template.ApplyModal.Applied,Shift.View.Opened,ShiftDetails.View.Opened,Timesheets.BulkApprove.Confirmed
01637b3b7a0bbd7b12cbb48ae01e0566,False,,2024-02-19 10:16:33,2024-03-20 10:16:33,,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0169dad72560ef57cf45c60e7292ba09,False,,2024-02-02 17:36:28,2024-03-03 17:36:28,,2,29,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,0,0,0,0,0,0,0,0
016d30d71ff7cb5287de6c2dc578b889,False,,2024-02-25 10:51:59,2024-03-26 10:51:59,,2,64,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,32,0,0,0,0,0,0,0,0
017040c4e1ed4e79578a8c86c89ef6e9,False,,2024-03-03 01:29:32,2024-04-02 01:29:32,,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
01842569c6942b80bce161f32bbfd53d,True,2024-04-09 13:26:33,2024-03-12 17:33:23,2024-04-11 17:33:23,27,3,173,9,19,0,1,0,0,0,4,0,54,0,23,0,1,1,0,0,0,0,16,0,70,0,0,0,0,3,0,0,0
018df05a737bec235e219ef3a15e2dc2,False,,2024-01-09 17:11:13,2024-02-08 17:11:13,,1,15,2,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
01b1e3fe399652a0ba89571e66e28ca5,False,,2024-02-20 12:54:58,2024-03-21 12:54:58,,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
01bebb2d7ba153849b57477e476841c8,False,,2024-03-25 14:26:40,2024-04-24 14:26:40,,3,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0
01c797551fa75279d472dc09736e92d1,False,,2024-01-11 21:13:58,2024-02-10 21:13:58,,1,4,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
01ec7118bdcdc09ada1647e6bd215f31,False,,2024-01-31 10:10:00,2024-03-01 10:10:00,,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0
01f5d8504faeac5ba7283bbb28e752c5,False,,2024-01-13 02:24:20,2024-02-12 02:24:20,,1,3,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01f72f7e769498606ab1cc67d4869793,True,2024-05-10 13:51:28,2024-03-21 15:56:31,2024-04-20 15:56:31,49,3,196,5,10,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,2,1,130,0,0,0,0,22,0,0,0
021a7bf9da9474f132b76b4bafb9f3de,False,,2024-01-12 23:10:00,2024-02-11 23:10:00,,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
0230aaa200a6c33b10c198297beb8478,True,2024-04-03 20:55:19,2024-03-12 20:42:50,2024-04-11 20:42:50,22,3,209,8,9,0,0,0,0,0,2,0,67,0,0,0,0,0,0,22,0,0,5,10,78,0,0,0,0,8,0,17,0
024847dac7c181bcb49c774b053ef892,True,2024-02-09 11:30:57,2024-01-25 11:29:35,2024-02-24 11:29:35,15,1,35,3,2,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0
025bc08842ce8b8ea81b68ec6dcda4fe,False,,2024-01-10 23:07:31,2024-02-09 23:07:31,,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
027d83bb7f1fc8937c6fcb03c211d29d,False,,2024-03-10 23:17:25,2024-04-09 23:17:25,,3,8,1,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
028a1ac6516864ebe65ce5fb705a27b4,False,,2024-03-25 12:06:34,2024-04-24 12:06:34,,3,18,1,2,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
029734f906ca5ce1dce0e8db457bb9f3,False,,2024-03-06 01:38:57,2024-04-05 01:38:57,,3,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0
02cb9bcda44cd09d79615be9f8d86e84,False,,2024-02-02 16:55:43,2024-03-03 16:55:43,,2,17,2,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
02dd3b8ec96ffce6c17ac68469d4091e,False,,2024-02-22 12:26:33,2024-03-23 12:26:33,,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
02f85cd75dc67001fc235d21b6647dce,False,,2024-02-19 20:10:16,2024-03-20 20:10:16,,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
03129b37388dfb824491fb54aec77553,True,2024-02-22 12:27:13,2024-01-11 12:24:36,2024-02-10 12:24:36,42,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
032261bf2a9eac16ae5f51ccdc989f74,False,,2024-02-15 16:20:30,2024-03-16 16:20:30,,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
033a90a4d5e5c2c8ed356cc23de2b415,False,,2024-01-11 17:24:12,2024-02-10 17:24:12,,1,88,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0
0342e98329d26b09ae162f3542e441e8,False,,2024-03-06 18:28:27,2024-04-05 18:28:27,,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
034f79f7c3872440005c658e9514781a,False,,2024-02-27 19:36:39,2024-03-28 19:36:39,,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
035f1142866e6b454b4d69d360f06336,False,,2024-03-17 19:30:30,2024-04-16 19:30:30,,3,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
03653197d6e61b80f0dde505483091fd,False,,2024-03-13 12:49:09,2024-04-12 12:49:09,,3,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0
0377f1bc47619bcdfd63a4e8f5e68692,False,,2024-03-27 09:36:02,2024-04-26 09:36:02,,3,1085,12,31,0,0,0,0,0,31,0,743,0,96,21,11,10,0,2,0,0,3,13,128,0,0,0,0,8,0,19,0
0379cb8da8d974fb7c8e8e7796ea9aaf,False,,2024-01-03 08:39:39,2024-02-02 08:39:39,,1,286,6,18,0,0,0,0,0,4,0,133,0,8,0,0,0,0,0,0,0,29,8,104,0,0,0,0,0,0,0,0
038a88273353c8e7451900f752770e5c,False,,2024-02-29 22:09:03,2024-03-30 22:09:03,,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
038fa01ec2e98ec6966e2264cb960bc7,False,,2024-02-09 11:45:29,2024-03-10 11:45:29,,2,419,8,18,0,0,0,0,0,0,12,142,0,0,0,0,0,0,0,0,0,4,5,250,0,0,0,1,2,0,0,3
039dbb881f0cabed1a145aa6b70e910d,False,,2024-02-26 14:48:24,2024-03-27 14:48:24,,2,8,3,2,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
03a4ece463246ec43cc1e86364b463d3,False,,2024-01-05 02:45:03,2024-02-04 02:45:03,,1,532,6,17,0,0,0,0,0,6,0,310,0,47,0,0,0,0,6,0,0,16,0,147,0,0,0,0,0,0,0,0
03add5df59d723dc3b22f30e0280fd1e,False,,2024-03-01 00:13:22,2024-03-31 00:13:22,,3,52,4,6,0,0,0,0,0,0,0,38,0,1,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0
03b9ad0cf5f7189b006b5e9e434a61ca,False,,2024-02-03 08:50:54,2024-03-04 08:50:54,,2,48,6,8,0,0,0,0,0,0,0,24,0,3,0,0,0,0,0,0,0,1,4,15,0,0,0,0,1,0,0,0
03f1d05024023444cc47a879338832d1,False,,2024-02-29 15:25:17,2024-03-30 15:25:17,,2,17,1,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03f5b05fccdf685c1040367c49a93151,True,2024-03-26 21:49:45,2024-03-09 21:48:05,2024-04-08 21:48:05,17,3,27,5,2,0,0,0,0,0,2,0,7,0,3,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0
03f8bc579615bf7fa9f85107b158787b,False,,2024-02-18 01:12:05,2024-03-19 01:12:05,,2,53,6,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,12,9,28,0,0,0,0,2,0,0,0
03fcb0ac9bde23aa61e6017c8748ebd0,False,,2024-02-28 19:16:45,2024-03-29 19:16:45,,2,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0,0
040b943351d36c0946fe7ac4386f31d3,False,,2024-02-10 20:19:02,2024-03-11 20:19:02,,2,7,3,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
042d03dc1550ebfeabd34fa67469a883,False,,2024-03-06 17:03:11,2024-04-05 17:03:11,,3,17,1,2,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04577406210369010606496cd4964266,False,,2024-01-23 00:22:32,2024-02-22 00:22:32,,1,25,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,21,0,0,0,0,0,0,0,0
046ab37c71da1bbf6629be3f5cc7a056,False,,2024-03-13 14:15:09,2024-04-12 14:15:09,,3,27,2,3,0,0,0,0,0,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
047438204e8253344d9aedf8c2541b80,False,,2024-01-06 19:27:15,2024-02-05 19:27:15,,1,430,5,22,0,0,0,0,0,0,0,155,0,28,0,0,0,0,0,0,0,4,15,228,0,0,0,0,0,0,0,0
0480f15c3a41ba7f04ddf1444932ed3e,False,,2024-03-20 02:18:22,2024-04-19 02:18:22,,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
048707478eb408a1bab55d84e7173a73,False,,2024-03-26 11:44:51,2024-04-25 11:44:51,,3,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
04933a9e72c45e5553c0d1dbf392a663,False,,2024-01-11 00:45:00,2024-02-10 00:45:00,,1,305,6,23,0,0,0,0,0,0,0,73,0,16,0,0,0,0,0,0,0,14,130,66,0,0,0,0,6,0,0,0
0498909ff4f6548043d7d8c0954fc02d,False,,2024-03-16 14:16:11,2024-04-15 14:16:11,,3,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0
04b747a8d8b63d041e2d1c7eb1d8cb0d,False,,2024-03-12 18:20:19,2024-04-11 18:20:19,,3,19,2,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
04ba871c8a6bda89a5ba741bef6cd6b1,False,,2024-03-11 05:12:33,2024-04-10 05:12:33,,3,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0
04c356f5c28a5be4e1dea4065437393e,True,2024-03-01 13:41:25,2024-02-05 13:15:39,2024-03-06 13:15:39,25,2,4,2,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04e2e1509ccf0a2bdaf1a965610037b1,True,2024-04-04 14:35:23,2024-02-29 14:29:45,2024-03-30 14:29:45,35,2,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0501a8c098811070031e15f6a47c2d58,False,,2024-02-12 08:41:14,2024-03-13 08:41:14,,2,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
050cc3c94f84072546e224eba549335e,False,,2024-03-17 09:24:47,2024-04-16 09:24:47,,3,87,4,1,0,0,0,0,0,7,0,63,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0
050d94b79ba19b8c37dd1e45cb22a63f,False,,2024-02-09 21:57:09,2024-03-10 21:57:09,,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
051974df6d8b59584abdcc4beae38c73,False,,2024-03-30 21:01:15,2024-04-29 21:01:15,,3,26,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,20,0,0,0,0,0,0,0,0
051ecabc7b183607daa99fba9449c62d,False,,2024-02-02 21:00:26,2024-03-03 21:00:26,,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
052ecd6e8fe7c04ad626c070c47aa7e8,False,,2024-01-15 18:41:54,2024-02-14 18:41:54,,1,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
0572da7e7e99bd58dbd863701bb78728,False,,2024-02-21 05:08:50,2024-03-22 05:08:50,,2,72,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,70,0,0,0,0,0,0,0,0
0588b52f2df79a1d8a5de80a572a06a1,True,2024-02-11 21:55:05,2024-01-18 21:51:54,2024-02-17 21:51:54,24,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
058fd32791e87b313be975cfd94ef7f7,True,2024-02-17 11:18:35,2024-01-12 14:23:17,2024-02-11 14:23:17,35,1,18,2,17,0,0,0,0,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
059f2702fd1dbf5ca8c39f26811b5571,False,,2024-01-22 10:51:38,2024-02-21 10:51:38,,1,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0
05a9e9bb64b24fe6e66e8936b4ed168d,False,,2024-01-23 12:39:45,2024-02-22 12:39:45,,1,41,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,36,0,0,0,0,1,0,0,0
05bf1cb809d017a5f66f779dceca4872,False,,2024-01-08 09:40:56,2024-02-07 09:40:56,,1,74,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,55,0,0,0,0,2,0,0,0
05c7dd78a740a557a3d8712fa28650a6,True,2024-04-09 17:04:15,2024-02-26 17:01:45,2024-03-27 17:01:45,43,2,1101,11,31,0,0,0,0,0,8,0,632,0,69,0,1,0,0,6,0,0,2,82,291,2,2,0,0,0,0,6,0
05f200e52ae2f1bc627ced5f0b7e1f0c,False,,2024-02-12 03:13:40,2024-03-13 03:13:40,,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
05f38cbe1b7073b25c97b3cb46dfc721,False,,2024-01-15 15:59:56,2024-02-14 15:59:56,,1,619,7,24,0,0,0,0,0,1,0,365,0,68,0,0,0,0,0,0,0,35,134,10,0,0,0,0,6,0,0,0
06181595fb8190647f6f6194dafddc34,True,2024-04-04 15:25:04,2024-02-25 15:15:01,2024-03-26 15:15:01,39,2,760,10,30,38,42,4,0,0,4,0,387,0,102,0,0,0,0,0,0,0,61,1,113,0,0,0,0,8,0,0,0
061dcdf2d0c8a567ad83821607a9228f,False,,2024-02-23 18:09:11,2024-03-24 18:09:11,,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
062cbc5c605bd8cc1b50901da4e49ab2,True,2024-03-22 19:00:53,2024-02-20 18:51:16,2024-03-21 18:51:16,31,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
063d9cafbfa0b73e46de8f2d5470d532,False,,2024-01-05 14:06:35,2024-02-04 14:06:35,,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
067fc9c8d8d15b80ca775a1d9433cb48,False,,2024-03-07 12:55:52,2024-04-06 12:55:52,,3,156,8,6,0,0,0,0,0,2,0,22,0,1,0,0,0,0,3,0,0,11,16,96,0,0,0,0,5,0,0,0
069a5cad862b09d703a176c81f69b64c,False,,2024-03-19 11:44:40,2024-04-18 11:44:40,,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
069db4b4f7a2ff656567bf713ba25578,False,,2024-02-14 01:05:10,2024-03-15 01:05:10,,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
06c79ae895222750e7a72ee8db76d334,False,,2024-02-03 17:32:44,2024-03-04 17:32:44,,2,34,5,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,4,4,23,0,0,0,0,0,0,0,0
06f45508348572a691abedb8f0414813,False,,2024-02-23 22:11:58,2024-03-24 22:11:58,,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
06f82f64982653b60a465b33525115b8,False,,2024-02-08 16:00:58,2024-03-09 16:00:58,,2,18,1,1,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0704c4ac7c1d3bbf3c1dd7af4349d458,False,,2024-01-09 17:28:58,2024-02-08 17:28:58,,1,55,5,5,0,0,0,0,0,2,0,32,0,5,0,0,0,0,0,0,0,2,0,14,0,0,0,0,0,0,0,0
0709aa2d5ca70a5f68254919a66f1241,False,,2024-02-27 14:43:38,2024-03-28 14:43:38,,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
07111a5c581f9a2a36ecea9cfefa8bdd,False,,2024-02-11 12:57:26,2024-03-12 12:57:26,,2,585,8,26,0,0,0,0,0,0,0,309,0,3,0,0,0,0,11,0,1,29,34,195,0,0,0,0,3,0,0,0
072463c6e1f2f4dfa7b3fc8b8662c60d,True,2024-02-22 17:21:22,2024-02-05 17:20:05,2024-03-06 17:20:05,17,2,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
072eecac0f6db90300649ef2b1d16686,False,,2024-03-12 19:26:19,2024-04-11 19:26:19,,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
0737d8ac8eccd484ba29db13677704f8,False,,2024-03-19 12:57:33,2024-04-18 12:57:33,,3,488,9,15,0,0,0,0,0,15,0,199,0,44,0,5,4,0,17,0,0,0,14,180,0,0,0,0,0,0,10,0
0752928bd25afda76d4d54ee702e80d4,False,,2024-01-02 09:37:14,2024-02-01 09:37:14,,1,111,5,17,0,0,0,0,0,0,0,53,0,17,0,0,0,0,0,0,0,1,0,38,0,0,0,0,2,0,0,0
07581e3ee4f1cdc16b8252420bf75ebe,False,,2024-01-17 15:04:43,2024-02-16 15:04:43,,1,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0
0798c7f01da45605f6241f40d160e76a,False,,2024-03-10 19:52:56,2024-04-09 19:52:56,,3,112,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0
07c5029c6c9ab5734f55e85539c24790,True,2024-03-12 12:34:58,2024-02-16 12:30:49,2024-03-17 12:30:49,25,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
07c5ea59df3322b8608f712b3a505d0e,False,,2024-03-25 11:18:15,2024-04-24 11:18:15,,3,15,4,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,6,4,0,0,0,0,0,0,0,0
07cbecdb3b2f9310e69824a41847e9e2,False,,2024-03-10 18:34:01,2024-04-09 18:34:01,,3,5,4,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
07d022553d1cb1d1f310790ddfa4dc6a,False,,2024-03-11 18:26:04,2024-04-10 18:26:04,,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07d381ded546eca6102b09475eeabbd5,False,,2024-03-25 16:32:28,2024-04-24 16:32:28,,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0822fd89d7aa326ab1a6dd2e45e5e2ef,False,,2024-02-27 09:26:43,2024-03-28 09:26:43,,2,948,8,27,0,0,0,0,0,8,0,715,0,53,0,2,2,0,0,0,0,1,0,161,0,0,0,0,0,0,6,0
082729967bf9702911c3970d2c1a719a,False,,2024-03-25 01:45:58,2024-04-24 01:45:58,,3,14,3,1,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0838a99aad9435b6664bf78ec5dddd63,False,,2024-03-22 17:28:50,2024-04-21 17:28:50,,3,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
084cf2abea31616abcb483e2fc6bae22,False,,2024-01-02 04:39:05,2024-02-01 04:39:05,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
084d35205967ab43060ad80310eb6631,False,,2024-01-24 17:05:08,2024-02-23 17:05:08,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0894a3826cb391f294318eabfc50be04,True,2024-02-25 09:16:29,2024-02-02 09:14:27,2024-03-03 09:14:27,23,2,24,4,1,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0
